datetime,flowrate
3/17/1963,17100
3/18/1963,16700
3/19/1963,16500
3/20/1963,16600
3/21/1963,16400
3/22/1963,14600
3/23/1963,11500
3/24/1963,9260
3/25/1963,7380
3/26/1963,4960
3/27/1963,7000
3/28/1963,7860
3/29/1963,8180
3/30/1963,7150
3/31/1963,5860
4/1/1963,5330
4/2/1963,6350
4/3/1963,7190
4/4/1963,6880
4/5/1963,5550
4/6/1963,5070
4/7/1963,4180
4/8/1963,3460
4/9/1963,2950
4/10/1963,2430
4/11/1963,1890
4/12/1963,1710
4/13/1963,1440
4/14/1963,1250
4/15/1963,1080
4/16/1963,968
4/17/1963,1140
4/18/1963,1100
4/19/1963,3050
4/20/1963,10200
4/21/1963,11500
4/22/1963,9340
4/23/1963,7500
4/24/1963,5220
4/25/1963,4040
4/26/1963,3600
4/27/1963,2820
4/28/1963,2030
4/29/1963,2050
4/30/1963,2030
5/1/1963,1540
5/2/1963,1510
5/3/1963,1470
5/4/1963,1290
5/5/1963,1140
5/6/1963,1180
5/7/1963,1220
5/8/1963,1220
5/9/1963,1010
5/10/1963,1010
5/11/1963,733
5/12/1963,786
5/13/1963,858
5/14/1963,930
5/15/1963,614
5/16/1963,750
5/17/1963,804
5/18/1963,1080
5/19/1963,840
5/20/1963,987
5/21/1963,987
5/22/1963,949
5/23/1963,786
5/24/1963,733
5/25/1963,614
5/26/1963,648
5/27/1963,648
5/28/1963,750
5/29/1963,768
5/30/1963,631
5/31/1963,1400
6/1/1963,1180
6/2/1963,822
6/3/1963,566
6/4/1963,524
6/5/1963,510
6/6/1963,631
6/7/1963,1020
6/8/1963,3240
6/9/1963,5070
6/10/1963,6120
6/11/1963,9020
6/12/1963,5590
6/13/1963,5180
6/14/1963,3970
6/15/1963,2640
6/16/1963,1970
6/17/1963,1470
6/18/1963,1140
6/19/1963,894
6/20/1963,699
6/21/1963,496
6/22/1963,440
6/23/1963,454
6/24/1963,440
6/25/1963,396
6/26/1963,374
6/27/1963,321
6/28/1963,267
6/29/1963,303
6/30/1963,374
7/1/1963,352
7/2/1963,369
7/3/1963,286
7/4/1963,240
7/5/1963,225
7/6/1963,202
7/7/1963,240
7/8/1963,200
7/9/1963,159
7/10/1963,165
7/11/1963,172
7/12/1963,153
7/13/1963,153
7/14/1963,410
7/15/1963,278
7/16/1963,272
7/17/1963,716
7/18/1963,699
7/19/1963,1280
7/20/1963,1440
7/21/1963,3030
7/22/1963,4280
7/23/1963,3600
7/24/1963,3110
7/25/1963,2030
7/26/1963,1350
7/27/1963,1080
7/28/1963,858
7/29/1963,631
7/30/1963,396
7/31/1963,418
8/1/1963,538
8/2/1963,352
8/3/1963,703
8/4/1963,2140
8/5/1963,2000
8/6/1963,1330
8/7/1963,1380
8/8/1963,1020
8/9/1963,840
8/10/1963,648
8/11/1963,510
8/12/1963,385
8/13/1963,490
8/14/1963,258
8/15/1963,218
8/16/1963,249
8/17/1963,258
8/18/1963,188
8/19/1963,202
8/20/1963,267
8/21/1963,232
8/22/1963,225
8/23/1963,232
8/24/1963,218
8/25/1963,172
8/26/1963,188
8/27/1963,188
8/28/1963,188
8/29/1963,188
8/30/1963,188
8/31/1963,165
9/1/1963,117
9/2/1963,100
9/3/1963,150
9/4/1963,144
9/5/1963,64
9/6/1963,92
9/7/1963,123
9/8/1963,141
9/9/1963,135
9/10/1963,117
9/11/1963,117
9/12/1963,194
9/13/1963,87
9/14/1963,69
9/15/1963,78
9/16/1963,111
9/17/1963,159
9/18/1963,147
9/19/1963,147
9/20/1963,150
9/21/1963,141
9/22/1963,141
9/23/1963,117
9/24/1963,141
9/25/1963,172
9/26/1963,165
9/27/1963,157
9/28/1963,152
9/29/1963,60
9/30/1963,123
10/1/1963,129
10/2/1963,100
10/3/1963,151
10/4/1963,64
10/5/1963,36
10/6/1963,33
10/7/1963,96
10/8/1963,150
10/9/1963,92
10/10/1963,36
10/11/1963,36
10/12/1963,42
10/13/1963,45
10/14/1963,48
10/15/1963,69
10/16/1963,82
10/17/1963,111
10/18/1963,82
10/19/1963,87
10/20/1963,78
10/21/1963,135
10/22/1963,147
10/23/1963,141
10/24/1963,123
10/25/1963,117
10/26/1963,147
10/27/1963,123
10/28/1963,87
10/29/1963,129
10/30/1963,96
10/31/1963,147
11/1/1963,208
11/2/1963,262
11/3/1963,156
11/4/1963,135
11/5/1963,267
11/6/1963,294
11/7/1963,285
11/8/1963,303
11/9/1963,285
11/10/1963,285
11/11/1963,355
11/12/1963,298
11/13/1963,240
11/14/1963,153
11/15/1963,217
11/16/1963,210
11/17/1963,210
11/18/1963,285
11/19/1963,186
11/20/1963,141
11/21/1963,254
11/22/1963,201
11/23/1963,568
11/24/1963,169
11/25/1963,180
11/26/1963,337
11/27/1963,303
11/28/1963,232
11/29/1963,258
11/30/1963,225
12/1/1963,165
12/2/1963,147
12/3/1963,202
12/4/1963,188
12/5/1963,180
12/6/1963,202
12/7/1963,258
12/8/1963,254
12/9/1963,260
12/10/1963,290
12/11/1963,96
12/12/1963,171
12/13/1963,220
12/14/1963,160
12/15/1963,150
12/16/1963,150
12/17/1963,160
12/18/1963,160
12/19/1963,150
12/20/1963,140
12/21/1963,130
12/22/1963,130
12/23/1963,130
12/24/1963,150
12/25/1963,160
12/26/1963,170
12/27/1963,180
12/28/1963,190
12/29/1963,180
12/30/1963,180
12/31/1963,180
1/1/1964,160
1/2/1964,160
1/3/1964,160
1/4/1964,160
1/5/1964,170
1/6/1964,200
1/7/1964,240
1/8/1964,260
1/9/1964,360
1/10/1964,400
1/11/1964,550
1/12/1964,750
1/13/1964,550
1/14/1964,400
1/15/1964,300
1/16/1964,320
1/17/1964,350
1/18/1964,320
1/19/1964,290
1/20/1964,370
1/21/1964,450
1/22/1964,600
1/23/1964,850
1/24/1964,1000
1/25/1964,1200
1/26/1964,1500
1/27/1964,1500
1/28/1964,1400
1/29/1964,1200
1/30/1964,1050
1/31/1964,860
2/1/1964,855
2/2/1964,758
2/3/1964,696
2/4/1964,658
2/5/1964,593
2/6/1964,551
2/7/1964,556
2/8/1964,511
2/9/1964,434
2/10/1964,410
2/11/1964,380
2/12/1964,360
2/13/1964,357
2/14/1964,371
2/15/1964,343
2/16/1964,362
2/17/1964,346
2/18/1964,323
2/19/1964,365
2/20/1964,364
2/21/1964,329
2/22/1964,298
2/23/1964,309
2/24/1964,300
2/25/1964,270
2/26/1964,295
2/27/1964,304
2/28/1964,294
2/29/1964,303
3/1/1964,296
3/2/1964,416
3/3/1964,623
3/4/1964,1160
3/5/1964,3490
3/6/1964,5880
3/7/1964,7600
3/8/1964,6020
3/9/1964,5150
3/10/1964,7310
3/11/1964,11100
3/12/1964,13200
3/13/1964,12600
3/14/1964,13500
3/15/1964,20600
3/16/1964,20800
3/17/1964,17000
3/18/1964,13400
3/19/1964,9620
3/20/1964,6290
3/21/1964,5190
3/22/1964,7050
3/23/1964,7180
3/24/1964,6720
3/25/1964,5680
3/26/1964,14800
3/27/1964,19700
3/28/1964,16000
3/29/1964,11200
3/30/1964,8530
3/31/1964,6620
4/1/1964,5250
4/2/1964,4670
4/3/1964,11200
4/4/1964,20900
4/5/1964,24500
4/6/1964,25300
4/7/1964,24600
4/8/1964,23800
4/9/1964,20900
4/10/1964,16300
4/11/1964,11900
4/12/1964,9200
4/13/1964,6670
4/14/1964,5130
4/15/1964,3890
4/16/1964,3220
4/17/1964,2870
4/18/1964,2040
4/19/1964,2090
4/20/1964,3340
4/21/1964,16300
4/22/1964,41300
4/23/1964,46800
4/24/1964,42200
4/25/1964,31700
4/26/1964,20900
4/27/1964,14800
4/28/1964,14800
4/29/1964,18000
4/30/1964,15900
5/1/1964,12800
5/2/1964,9300
5/3/1964,6850
5/4/1964,5240
5/5/1964,3930
5/6/1964,3050
5/7/1964,2400
5/8/1964,1970
5/9/1964,1900
5/10/1964,1260
5/11/1964,1060
5/12/1964,1080
5/13/1964,1120
5/14/1964,1320
5/15/1964,2580
5/16/1964,2460
5/17/1964,1780
5/18/1964,1340
5/19/1964,1320
5/20/1964,742
5/21/1964,878
5/22/1964,892
5/23/1964,864
5/24/1964,836
5/25/1964,531
5/26/1964,794
5/27/1964,1120
5/28/1964,3460
5/29/1964,7020
5/30/1964,4430
5/31/1964,2980
6/1/1964,1970
6/2/1964,1170
6/3/1964,864
6/4/1964,564
6/5/1964,679
6/6/1964,631
6/7/1964,609
6/8/1964,621
6/9/1964,1130
6/10/1964,1750
6/11/1964,1210
6/12/1964,1060
6/13/1964,860
6/14/1964,569
6/15/1964,694
6/16/1964,958
6/17/1964,6030
6/18/1964,6320
6/19/1964,4470
6/20/1964,2660
6/21/1964,2230
6/22/1964,5850
6/23/1964,7870
6/24/1964,6870
6/25/1964,6150
6/26/1964,1870
6/27/1964,945
6/28/1964,958
6/29/1964,734
6/30/1964,591
7/1/1964,506
7/2/1964,437
7/3/1964,400
7/4/1964,360
7/5/1964,313
7/6/1964,270
7/7/1964,270
7/8/1964,330
7/9/1964,294
7/10/1964,777
7/11/1964,752
7/12/1964,621
7/13/1964,683
7/14/1964,518
7/15/1964,440
7/16/1964,480
7/17/1964,481
7/18/1964,472
7/19/1964,405
7/20/1964,371
7/21/1964,319
7/22/1964,292
7/23/1964,246
7/24/1964,237
7/25/1964,230
7/26/1964,226
7/27/1964,222
7/28/1964,221
7/29/1964,234
7/30/1964,188
7/31/1964,154
8/1/1964,177
8/2/1964,245
8/3/1964,237
8/4/1964,166
8/5/1964,167
8/6/1964,227
8/7/1964,293
8/8/1964,215
8/9/1964,139
8/10/1964,98
8/11/1964,139
8/12/1964,233
8/13/1964,183
8/14/1964,145
8/15/1964,151
8/16/1964,189
8/17/1964,212
8/18/1964,187
8/19/1964,145
8/20/1964,163
8/21/1964,185
8/22/1964,258
8/23/1964,280
8/24/1964,202
8/25/1964,227
8/26/1964,208
8/27/1964,159
8/28/1964,219
8/29/1964,245
8/30/1964,206
8/31/1964,219
9/1/1964,166
9/2/1964,166
9/3/1964,213
9/4/1964,244
9/5/1964,169
9/6/1964,100
9/7/1964,67
9/8/1964,139
9/9/1964,163
9/10/1964,120
9/11/1964,133
9/12/1964,86
9/13/1964,81
9/14/1964,100
9/15/1964,117
9/16/1964,61
9/17/1964,96
9/18/1964,119
9/19/1964,168
9/20/1964,222
9/21/1964,196
9/22/1964,289
9/23/1964,427
9/24/1964,252
9/25/1964,151
9/26/1964,110
9/27/1964,208
9/28/1964,139
9/29/1964,96
9/30/1964,134
10/1/1964,106
10/2/1964,163
10/3/1964,150
10/4/1964,125
10/5/1964,106
10/6/1964,92
10/7/1964,75
10/8/1964,60
10/9/1964,156
10/10/1964,125
10/11/1964,44
10/12/1964,44
10/13/1964,101
10/14/1964,106
10/15/1964,101
10/16/1964,101
10/17/1964,106
10/18/1964,120
10/19/1964,156
10/20/1964,150
10/21/1964,203
10/22/1964,169
10/23/1964,34
10/24/1964,26
10/25/1964,101
10/26/1964,96
10/27/1964,87
10/28/1964,116
10/29/1964,120
10/30/1964,156
10/31/1964,211
11/1/1964,169
11/2/1964,150
11/3/1964,143
11/4/1964,143
11/5/1964,163
11/6/1964,150
11/7/1964,106
11/8/1964,116
11/9/1964,137
11/10/1964,143
11/11/1964,176
11/12/1964,219
11/13/1964,227
11/14/1964,137
11/15/1964,101
11/16/1964,243
11/17/1964,243
11/18/1964,203
11/19/1964,169
11/20/1964,351
11/21/1964,530
11/22/1964,189
11/23/1964,150
11/24/1964,130
11/25/1964,176
11/26/1964,235
11/27/1964,189
11/28/1964,285
11/29/1964,351
11/30/1964,163
12/1/1964,189
12/2/1964,227
12/3/1964,267
12/4/1964,259
12/5/1964,267
12/6/1964,267
12/7/1964,240
12/8/1964,235
12/9/1964,275
12/10/1964,251
12/11/1964,275
12/12/1964,332
12/13/1964,342
12/14/1964,454
12/15/1964,519
12/16/1964,433
12/17/1964,402
12/18/1964,391
12/19/1964,320
12/20/1964,280
12/21/1964,361
12/22/1964,323
12/23/1964,294
12/24/1964,323
12/25/1964,465
12/26/1964,454
12/27/1964,423
12/28/1964,454
12/29/1964,465
12/30/1964,530
12/31/1964,351
1/1/1965,313
1/2/1965,705
1/3/1965,964
1/4/1965,1570
1/5/1965,1450
1/6/1965,1100
1/7/1965,887
1/8/1965,933
1/9/1965,980
1/10/1965,1050
1/11/1965,1220
1/12/1965,1050
1/13/1965,995
1/14/1965,759
1/15/1965,700
1/16/1965,600
1/17/1965,480
1/18/1965,430
1/19/1965,470
1/20/1965,550
1/21/1965,550
1/22/1965,500
1/23/1965,600
1/24/1965,2000
1/25/1965,8990
1/26/1965,11300
1/27/1965,13500
1/28/1965,15400
1/29/1965,11200
1/30/1965,8360
1/31/1965,5210
2/1/1965,2790
2/2/1965,2090
2/3/1965,1620
2/4/1965,1570
2/5/1965,1450
2/6/1965,1150
2/7/1965,1100
2/8/1965,1940
2/9/1965,4060
2/10/1965,13300
2/11/1965,36200
2/12/1965,34800
2/13/1965,26600
2/14/1965,19300
2/15/1965,14000
2/16/1965,9750
2/17/1965,8990
2/18/1965,7100
2/19/1965,5250
2/20/1965,3580
2/21/1965,3110
2/22/1965,1640
2/23/1965,1260
2/24/1965,1200
2/25/1965,1100
2/26/1965,1000
2/27/1965,900
2/28/1965,800
3/1/1965,1410
3/2/1965,3620
3/3/1965,8310
3/4/1965,15800
3/5/1965,27700
3/6/1965,32600
3/7/1965,34600
3/8/1965,34500
3/9/1965,32100
3/10/1965,28300
3/11/1965,23300
3/12/1965,17900
3/13/1965,13200
3/14/1965,11700
3/15/1965,10300
3/16/1965,9720
3/17/1965,8960
3/18/1965,11700
3/19/1965,12400
3/20/1965,10400
3/21/1965,7880
3/22/1965,5890
3/23/1965,4450
3/24/1965,3810
3/25/1965,3390
3/26/1965,3390
3/27/1965,2910
3/28/1965,2850
3/29/1965,3280
3/30/1965,7450
3/31/1965,16100
4/1/1965,15700
4/2/1965,13300
4/3/1965,12900
4/4/1965,12100
4/5/1965,9950
4/6/1965,9990
4/7/1965,19800
4/8/1965,24700
4/9/1965,23300
4/10/1965,22900
4/11/1965,20800
4/12/1965,16600
4/13/1965,13200
4/14/1965,10300
4/15/1965,9680
4/16/1965,7970
4/17/1965,7250
4/18/1965,6690
4/19/1965,6570
4/20/1965,5850
4/21/1965,5410
4/22/1965,4650
4/23/1965,5130
4/24/1965,9590
4/25/1965,16800
4/26/1965,24200
4/27/1965,23200
4/28/1965,18000
4/29/1965,13200
4/30/1965,9720
5/1/1965,6490
5/2/1965,6010
5/3/1965,5090
5/4/1965,3950
5/5/1965,5090
5/6/1965,8010
5/7/1965,10500
5/8/1965,8730
5/9/1965,6330
5/10/1965,5290
5/11/1965,4570
5/12/1965,3490
5/13/1965,2520
5/14/1965,2070
5/15/1965,1910
5/16/1965,1790
5/17/1965,1090
5/18/1965,1040
5/19/1965,1060
5/20/1965,810
5/21/1965,929
5/22/1965,780
5/23/1965,810
5/24/1965,1020
5/25/1965,1280
5/26/1965,1520
5/27/1965,2020
5/28/1965,2320
5/29/1965,5170
5/30/1965,5010
5/31/1965,2910
6/1/1965,1910
6/2/1965,1360
6/3/1965,963
6/4/1965,1090
6/5/1965,1170
6/6/1965,1020
6/7/1965,980
6/8/1965,1110
6/9/1965,1400
6/10/1965,1400
6/11/1965,1190
6/12/1965,980
6/13/1965,675
6/14/1965,582
6/15/1965,506
6/16/1965,556
6/17/1965,582
6/18/1965,506
6/19/1965,458
6/20/1965,506
6/21/1965,458
6/22/1965,377
6/23/1965,494
6/24/1965,366
6/25/1965,333
6/26/1965,333
6/27/1965,446
6/28/1965,434
6/29/1965,377
6/30/1965,234
7/1/1965,205
7/2/1965,267
7/3/1965,462
7/4/1965,355
7/5/1965,337
7/6/1965,301
7/7/1965,649
7/8/1965,506
7/9/1965,687
7/10/1965,921
7/11/1965,839
7/12/1965,562
7/13/1965,467
7/14/1965,346
7/15/1965,299
7/16/1965,246
7/17/1965,238
7/18/1965,314
7/19/1965,310
7/20/1965,458
7/21/1965,351
7/22/1965,329
7/23/1965,230
7/24/1965,386
7/25/1965,428
7/26/1965,688
7/27/1965,658
7/28/1965,530
7/29/1965,392
7/30/1965,286
7/31/1965,242
8/1/1965,260
8/2/1965,328
8/3/1965,185
8/4/1965,145
8/5/1965,227
8/6/1965,278
8/7/1965,262
8/8/1965,299
8/9/1965,344
8/10/1965,263
8/11/1965,213
8/12/1965,317
8/13/1965,372
8/14/1965,233
8/15/1965,218
8/16/1965,172
8/17/1965,233
8/18/1965,328
8/19/1965,283
8/20/1965,230
8/21/1965,264
8/22/1965,317
8/23/1965,306
8/24/1965,260
8/25/1965,230
8/26/1965,369
8/27/1965,584
8/28/1965,683
8/29/1965,597
8/30/1965,740
8/31/1965,1040
9/1/1965,749
9/2/1965,518
9/3/1965,454
9/4/1965,415
9/5/1965,457
9/6/1965,325
9/7/1965,370
9/8/1965,327
9/9/1965,386
9/10/1965,350
9/11/1965,200
9/12/1965,168
9/13/1965,278
9/14/1965,275
9/15/1965,1460
9/16/1965,2570
9/17/1965,2570
9/18/1965,2770
9/19/1965,2010
9/20/1965,1350
9/21/1965,1010
9/22/1965,788
9/23/1965,684
9/24/1965,599
9/25/1965,571
9/26/1965,461
9/27/1965,371
9/28/1965,411
9/29/1965,391
9/30/1965,371
10/1/1965,410
10/2/1965,400
10/3/1965,440
10/4/1965,370
10/5/1965,340
10/6/1965,310
10/7/1965,300
10/8/1965,280
10/9/1965,280
10/10/1965,280
10/11/1965,260
10/12/1965,240
10/13/1965,240
10/14/1965,239
10/15/1965,250
10/16/1965,210
10/17/1965,234
10/18/1965,270
10/19/1965,260
10/20/1965,380
10/21/1965,1130
10/22/1965,6110
10/23/1965,15000
10/24/1965,14800
10/25/1965,10700
10/26/1965,7150
10/27/1965,5200
10/28/1965,3720
10/29/1965,2670
10/30/1965,2200
10/31/1965,1850
11/1/1965,1020
11/2/1965,935
11/3/1965,900
11/4/1965,758
11/5/1965,718
11/6/1965,718
11/7/1965,731
11/8/1965,860
11/9/1965,986
11/10/1965,1020
11/11/1965,1500
11/12/1965,1620
11/13/1965,1540
11/14/1965,1120
11/15/1965,1050
11/16/1965,1370
11/17/1965,1850
11/18/1965,1620
11/19/1965,1370
11/20/1965,1370
11/21/1965,1160
11/22/1965,1050
11/23/1965,1000
11/24/1965,800
11/25/1965,815
11/26/1965,744
11/27/1965,2050
11/28/1965,2230
11/29/1965,2020
11/30/1965,1880
12/1/1965,1940
12/2/1965,1450
12/3/1965,1410
12/4/1965,1260
12/5/1965,1140
12/6/1965,1040
12/7/1965,952
12/8/1965,920
12/9/1965,800
12/10/1965,758
12/11/1965,986
12/12/1965,5050
12/13/1965,11800
12/14/1965,12000
12/15/1965,11000
12/16/1965,8630
12/17/1965,6680
12/18/1965,5340
12/19/1965,4340
12/20/1965,3440
12/21/1965,2840
12/22/1965,2290
12/23/1965,1880
12/24/1965,1640
12/25/1965,4310
12/26/1965,14200
12/27/1965,16800
12/28/1965,14900
12/29/1965,13500
12/30/1965,12100
12/31/1965,11400
1/1/1966,15200
1/2/1966,19800
1/3/1966,21300
1/4/1966,18200
1/5/1966,14500
1/6/1966,11200
1/7/1966,8870
1/8/1966,6870
1/9/1966,6000
1/10/1966,5450
1/11/1966,3310
1/12/1966,3000
1/13/1966,2640
1/14/1966,2380
1/15/1966,2610
1/16/1966,2670
1/17/1966,2080
1/18/1966,1600
1/19/1966,1500
1/20/1966,1300
1/21/1966,1220
1/22/1966,1600
1/23/1966,1300
1/24/1966,1000
1/25/1966,920
1/26/1966,905
1/27/1966,800
1/28/1966,1000
1/29/1966,750
1/30/1966,550
1/31/1966,600
2/1/1966,600
2/2/1966,600
2/3/1966,600
2/4/1966,600
2/5/1966,600
2/6/1966,600
2/7/1966,600
2/8/1966,650
2/9/1966,750
2/10/1966,1520
2/11/1966,4520
2/12/1966,12600
2/13/1966,16800
2/14/1966,13400
2/15/1966,9800
2/16/1966,7790
2/17/1966,5970
2/18/1966,4770
2/19/1966,3700
2/20/1966,2700
2/21/1966,2000
2/22/1966,1600
2/23/1966,1400
2/24/1966,1370
2/25/1966,1570
2/26/1966,1390
2/27/1966,1280
2/28/1966,1200
3/1/1966,2170
3/2/1966,2570
3/3/1966,3680
3/4/1966,4770
3/5/1966,5930
3/6/1966,6760
3/7/1966,5560
3/8/1966,4560
3/9/1966,3750
3/10/1966,3310
3/11/1966,3410
3/12/1966,3920
3/13/1966,7990
3/14/1966,9400
3/15/1966,9400
3/16/1966,8510
3/17/1966,6610
3/18/1966,5340
3/19/1966,4620
3/20/1966,3610
3/21/1966,3270
3/22/1966,3070
3/23/1966,3310
3/24/1966,3720
3/25/1966,4730
3/26/1966,4950
3/27/1966,4800
3/28/1966,4700
3/29/1966,4420
3/30/1966,4170
3/31/1966,3540
4/1/1966,3510
4/2/1966,2320
4/3/1966,2260
4/4/1966,2200
4/5/1966,2110
4/6/1966,2020
4/7/1966,1980
4/8/1966,1670
4/9/1966,1720
4/10/1966,1450
4/11/1966,1280
4/12/1966,1200
4/13/1966,1200
4/14/1966,1100
4/15/1966,1100
4/16/1966,1000
4/17/1966,1000
4/18/1966,950
4/19/1966,900
4/20/1966,950
4/21/1966,1000
4/22/1966,1120
4/23/1966,1830
4/24/1966,2570
4/25/1966,4060
4/26/1966,4280
4/27/1966,6190
4/28/1966,14100
4/29/1966,17900
4/30/1966,16400
5/1/1966,14500
5/2/1966,13900
5/3/1966,11700
5/4/1966,8790
5/5/1966,7070
5/6/1966,5130
5/7/1966,4170
5/8/1966,3720
5/9/1966,3410
5/10/1966,4170
5/11/1966,4170
5/12/1966,12000
5/13/1966,26200
5/14/1966,25100
5/15/1966,19800
5/16/1966,14800
5/17/1966,12000
5/18/1966,11900
5/19/1966,10600
5/20/1966,6990
5/21/1966,6910
5/22/1966,6420
5/23/1966,5970
5/24/1966,5200
5/25/1966,4520
5/26/1966,3860
5/27/1966,3270
5/28/1966,2640
5/29/1966,2350
5/30/1966,1990
5/31/1966,1740
6/1/1966,1410
6/2/1966,1370
6/3/1966,1280
6/4/1966,1140
6/5/1966,1090
6/6/1966,1220
6/7/1966,875
6/8/1966,785
6/9/1966,815
6/10/1966,830
6/11/1966,690
6/12/1966,785
6/13/1966,731
6/14/1966,1220
6/15/1966,1640
6/16/1966,2970
6/17/1966,2900
6/18/1966,2380
6/19/1966,2110
6/20/1966,1640
6/21/1966,1140
6/22/1966,1050
6/23/1966,935
6/24/1966,758
6/25/1966,650
6/26/1966,600
6/27/1966,466
6/28/1966,490
6/29/1966,550
6/30/1966,538
7/1/1966,772
7/2/1966,986
7/3/1966,830
7/4/1966,650
7/5/1966,758
7/6/1966,1430
7/7/1966,1600
7/8/1966,1450
7/9/1966,1180
7/10/1966,1160
7/11/1966,1220
7/12/1966,2450
7/13/1966,5560
7/14/1966,9220
7/15/1966,10100
7/16/1966,10400
7/17/1966,9440
7/18/1966,7550
7/19/1966,4980
7/20/1966,3650
7/21/1966,2080
7/22/1966,1180
7/23/1966,800
7/24/1966,638
7/25/1966,550
7/26/1966,455
7/27/1966,478
7/28/1966,538
7/29/1966,397
7/30/1966,300
7/31/1966,365
8/1/1966,354
8/2/1966,354
8/3/1966,272
8/4/1966,262
8/5/1966,234
8/6/1966,234
8/7/1966,234
8/8/1966,224
8/9/1966,243
8/10/1966,311
8/11/1966,370
8/12/1966,360
8/13/1966,332
8/14/1966,478
8/15/1966,490
8/16/1966,550
8/17/1966,490
8/18/1966,612
8/19/1966,677
8/20/1966,562
8/21/1966,538
8/22/1966,815
8/23/1966,969
8/24/1966,1700
8/25/1966,1670
8/26/1966,1050
8/27/1966,772
8/28/1966,600
8/29/1966,525
8/30/1966,466
8/31/1966,386
9/1/1966,332
9/2/1966,290
9/3/1966,281
9/4/1966,365
9/5/1966,290
9/6/1966,243
9/7/1966,234
9/8/1966,322
9/9/1966,311
9/10/1966,252
9/11/1966,224
9/12/1966,190
9/13/1966,161
9/14/1966,161
9/15/1966,132
9/16/1966,139
9/17/1966,127
9/18/1966,117
9/19/1966,151
9/20/1966,168
9/21/1966,397
9/22/1966,376
9/23/1966,365
9/24/1966,354
9/25/1966,322
9/26/1966,322
9/27/1966,300
9/28/1966,300
9/29/1966,408
9/30/1966,664
10/1/1966,205
10/2/1966,183
10/3/1966,190
10/4/1966,311
10/5/1966,183
10/6/1966,147
10/7/1966,122
10/8/1966,169
10/9/1966,183
10/10/1966,420
10/11/1966,322
10/12/1966,224
10/13/1966,120
10/14/1966,170
10/15/1966,365
10/16/1966,467
10/17/1966,169
10/18/1966,176
10/19/1966,343
10/20/1966,365
10/21/1966,262
10/22/1966,322
10/23/1966,234
10/24/1966,205
10/25/1966,190
10/26/1966,176
10/27/1966,183
10/28/1966,234
10/29/1966,262
10/30/1966,234
10/31/1966,262
11/1/1966,205
11/2/1966,205
11/3/1966,745
11/4/1966,343
11/5/1966,272
11/6/1966,354
11/7/1966,431
11/8/1966,800
11/9/1966,10100
11/10/1966,26900
11/11/1966,30200
11/12/1966,23300
11/13/1966,15400
11/14/1966,10300
11/15/1966,5270
11/16/1966,4660
11/17/1966,3270
11/18/1966,2610
11/19/1966,1830
11/20/1966,1550
11/21/1966,1260
11/22/1966,1120
11/23/1966,986
11/24/1966,890
11/25/1966,935
11/26/1966,758
11/27/1966,1430
11/28/1966,4380
11/29/1966,6680
11/30/1966,6950
12/1/1966,6120
12/2/1966,5310
12/3/1966,4350
12/4/1966,3480
12/5/1966,3510
12/6/1966,8190
12/7/1966,27800
12/8/1966,68800
12/9/1966,74000
12/10/1966,78700
12/11/1966,79000
12/12/1966,72400
12/13/1966,69600
12/14/1966,54900
12/15/1966,39300
12/16/1966,27100
12/17/1966,22000
12/18/1966,16700
12/19/1966,13300
12/20/1966,11400
12/21/1966,9550
12/22/1966,8200
12/23/1966,6960
12/24/1966,5840
12/25/1966,4860
12/26/1966,3920
12/27/1966,3310
12/28/1966,2700
12/29/1966,2700
12/30/1966,2400
12/31/1966,2200
1/1/1967,2300
1/2/1967,2100
1/3/1967,2000
1/4/1967,2000
1/5/1967,1800
1/6/1967,1500
1/7/1967,1390
1/8/1967,1690
1/9/1967,1750
1/10/1967,1920
1/11/1967,1640
1/12/1967,1410
1/13/1967,1140
1/14/1967,1270
1/15/1967,1140
1/16/1967,1120
1/17/1967,1010
1/18/1967,840
1/19/1967,750
1/20/1967,700
1/21/1967,750
1/22/1967,780
1/23/1967,870
1/24/1967,1010
1/25/1967,1390
1/26/1967,1690
1/27/1967,4210
1/28/1967,7770
1/29/1967,11800
1/30/1967,10900
1/31/1967,7960
2/1/1967,6410
2/2/1967,11900
2/3/1967,23000
2/4/1967,25900
2/5/1967,20800
2/6/1967,13100
2/7/1967,6000
2/8/1967,3000
2/9/1967,2600
2/10/1967,3490
2/11/1967,3990
2/12/1967,4250
2/13/1967,3700
2/14/1967,2820
2/15/1967,4670
2/16/1967,15900
2/17/1967,24400
2/18/1967,21600
2/19/1967,15400
2/20/1967,10700
2/21/1967,8400
2/22/1967,7130
2/23/1967,5720
2/24/1967,4250
2/25/1967,2500
2/26/1967,1800
2/27/1967,2000
2/28/1967,2090
3/1/1967,2120
3/2/1967,2310
3/3/1967,2030
3/4/1967,2530
3/5/1967,4100
3/6/1967,5020
3/7/1967,5840
3/8/1967,6580
3/9/1967,6700
3/10/1967,5520
3/11/1967,12600
3/12/1967,24000
3/13/1967,28900
3/14/1967,28400
3/15/1967,25300
3/16/1967,22600
3/17/1967,18300
3/18/1967,15500
3/19/1967,13100
3/20/1967,12400
3/21/1967,20500
3/22/1967,31900
3/23/1967,31800
3/24/1967,25900
3/25/1967,20800
3/26/1967,16100
3/27/1967,13000
3/28/1967,13500
3/29/1967,22600
3/30/1967,28900
3/31/1967,27700
4/1/1967,22400
